NAME,DISTURBANCE_ID,TM,TYPE,LAT,LON,CENTRAL_PRES,MN_RADIUS_GF_WIND,MAX_WIND_SPD,COMMENT
unnamed,AU195455_10U,2/8/1955 6:00,T,-13,94,,,,Imported from CYCARD; June 2009
unnamed,AU195455_10U,2/8/1955 12:00,T,-13.6,93.5,,,,Imported from CYCARD; June 2009
unnamed,AU195455_10U,2/8/1955 18:00,T,-14.3,92.8,,,,Imported from CYCARD; June 2009
unnamed,AU195455_10U,2/9/1955 0:00,T,-14.8,92,,,,Imported from CYCARD; June 2009
unnamed,AU195455_10U,2/9/1955 6:00,T,-15.3,91.2,,,,Imported from CYCARD; June 2009
unnamed,AU195455_10U,2/9/1955 12:00,T,-15.9,90.5,,,,Imported from CYCARD; June 2009
unnamed,AU195455_10U,2/9/1955 18:00,T,-16.4,89.7,,,,Imported from CYCARD; June 2009
unnamed,AU195455_10U,2/10/1955 0:00,T,-16.9,88.9,,,,Imported from CYCARD; June 2009
unnamed,AU195455_10U,2/10/1955 6:00,T,-17.4,88,,,,Imported from CYCARD; June 2009
unnamed,AU195556_01U,11/12/1955 1:00,T,-11.5,124,1002,,,Imported from CYCARD; June 2009
unnamed,AU195556_01U,11/13/1955 1:00,T,-12.7,123.3,999,,,Imported from CYCARD; June 2009
unnamed,AU195556_01U,11/14/1955 1:00,T,-13.9,121.9,995,,,Imported from CYCARD; June 2009
unnamed,AU195556_01U,11/15/1955 1:00,T,-15.2,120.6,990,,,Imported from CYCARD; June 2009
unnamed,AU195556_01U,11/16/1955 1:00,T,-17.2,119.3,990,,,Imported from CYCARD; June 2009
unnamed,AU195556_01U,11/17/1955 1:00,T,-18.6,119.6,1000,,,Imported from CYCARD; June 2009
unnamed,AU195556_01U,11/17/1955 10:00,T,-19.8,120.4,1000,,,Imported from CYCARD; June 2009
unnamed,AU195556_01U,11/18/1955 1:00,T,-21.5,121.8,1003,,,Imported from CYCARD; June 2009
unnamed,AU195556_02U,12/6/1955 23:00,E,-20.4,166.5,1006,,,Imported from CYCARD; June 2009
unnamed,AU195556_02U,12/7/1955 5:00,E,-21.6,168.1,1006,,,Imported from CYCARD; June 2009
unnamed,AU195556_02U,12/7/1955 17:00,E,-26,168,1005,,,Imported from CYCARD; June 2009
unnamed,AU195556_02U,12/7/1955 23:00,E,-27.5,167,1005,,,Imported from CYCARD; June 2009
unnamed,AU195556_02U,12/8/1955 5:00,E,-29,166,1005,,,Imported from CYCARD; June 2009
unnamed,AU195556_02U,12/8/1955 17:00,E,-29,163,1005,,,Imported from CYCARD; June 2009
unnamed,AU195556_02U,12/8/1955 23:00,E,-28.8,161.4,1004,,,Imported from CYCARD; June 2009
unnamed,AU195556_02U,12/9/1955 5:00,E,-28.5,159,1003,,,Imported from CYCARD; June 2009
unnamed,AU195556_02U,12/9/1955 17:00,E,-27.5,158.5,1003,,,Imported from CYCARD; June 2009
unnamed,AU195556_02U,12/9/1955 23:00,E,-27,157.5,1002,,,Imported from CYCARD; June 2009
unnamed,AU195556_02U,12/10/1955 5:00,E,-26.5,157,1001,,,Imported from CYCARD; June 2009
unnamed,AU195556_02U,12/10/1955 17:00,E,-27,155,1001,,,Imported from CYCARD; June 2009
unnamed,AU195556_02U,12/10/1955 23:00,E,-27.3,154.6,1002,,,Imported from CYCARD; June 2009
unnamed,AU195556_02U,12/11/1955 5:00,E,-26.6,154.4,1003,,,Imported from CYCARD; June 2009
unnamed,AU195556_02U,12/11/1955 17:00,E,-28.3,153.8,1004,,,Imported from CYCARD; June 2009
unnamed,AU195556_02U,12/11/1955 23:00,E,-28.5,153.6,1004,,,Imported from CYCARD; June 2009
unnamed,AU195556_02U,12/12/1955 5:00,E,-28.8,153.8,1005,,,Imported from CYCARD; June 2009
unnamed,AU195556_02U,12/12/1955 17:00,E,-30.8,155.6,1007,,,Imported from CYCARD; June 2009
unnamed,AU195556_02U,12/12/1955 23:00,E,-32,157,1007,,,Imported from CYCARD; June 2009
unnamed,AU195556_02U,12/13/1955 5:00,E,-33,158,1007,,,Imported from CYCARD; June 2009
unnamed,AU195556_02U,12/13/1955 23:00,E,-33.8,161,1005,,,Imported from CYCARD; June 2009
unnamed,AU195556_02U,12/14/1955 23:00,E,-36.2,165,1004,,,Imported from CYCARD; June 2009
unnamed,AU195556_02U,12/15/1955 5:00,E,-37,166,1003,,,Imported from CYCARD; June 2009
unnamed,AU195556_02U,12/15/1955 23:00,E,-37.6,166,1005,,,Imported from CYCARD; June 2009
unnamed,AU195556_02U,12/16/1955 5:00,E,-38,166,1009,,,Imported from CYCARD; June 2009
unnamed,AU195556_03U,12/9/1955 1:00,T,-16.5,118.2,1002,,,Imported from CYCARD; June 2009
unnamed,AU195556_03U,12/10/1955 1:00,T,-17.6,117.4,995,,,Imported from CYCARD; June 2009
unnamed,AU195556_03U,12/11/1955 1:00,T,-18,115,1000,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/15/1956 23:00,T,-15,140,1000,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/16/1956 22:00,T,-17.5,139.7,,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/16/1956 23:00,T,-17.6,139.8,994,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/17/1956 23:00,T,-17.5,140.5,998,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/18/1956 5:00,T,-17.5,140.8,,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/18/1956 23:00,T,-17.6,141.4,994,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/19/1956 5:00,T,-18.1,142.1,992,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/19/1956 17:00,T,-17.8,143.2,995,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/19/1956 23:00,T,-19.8,146.5,997,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/20/1956 2:00,T,-20.2,147.5,996,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/20/1956 8:00,T,-20,147.3,999,,,latitude amended from 22.0 to 20.0 based on JTWC and internal consistency
unnamed,AU195556_05U,1/20/1956 11:00,T,-20.1,148.3,1002,,,latitude amended from 22.1 to 20.1 based on JTWC and internal consistency
unnamed,AU195556_05U,1/20/1956 15:00,T,-20.1,148.4,1000,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/20/1956 17:00,T,-19,149,1000,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/20/1956 23:00,T,-19,150,1000,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/21/1956 2:00,T,-18.5,150,1000,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/21/1956 5:00,T,-18,151,1000,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/21/1956 11:00,T,-18,151,1001,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/21/1956 23:00,T,-19,152,1002,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/22/1956 5:00,T,-19.1,151.3,1000,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/22/1956 17:00,T,-18,149.5,1000,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/22/1956 23:00,T,-17.5,149.4,1000,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/23/1956 5:00,T,-17,149.5,998,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/23/1956 11:00,T,-16.5,150.1,998,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/23/1956 23:00,T,-17.2,151.5,998,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/24/1956 23:00,T,-19.5,154.2,986,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/25/1956 6:00,T,-20,154.7,,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/25/1956 23:00,T,-22.2,157,968,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/26/1956 23:00,T,-26.5,161,1000,,,Imported from CYCARD; June 2009
unnamed,AU195556_05U,1/27/1956 23:00,T,-29.9,160.2,996,,,Imported from CYCARD; June 2009
unnamed,AU195556_06U,1/16/1956 1:00,T,-14.6,122.7,998,,,Imported from CYCARD; June 2009
unnamed,AU195556_06U,1/17/1956 1:00,T,-16,119,985,,,Imported from CYCARD; June 2009
unnamed,AU195556_06U,1/17/1956 22:10,T,-17.2,115.2,982,,,Imported from CYCARD; June 2009
unnamed,AU195556_06U,1/18/1956 1:00,T,-17.6,114,980,,,Imported from CYCARD; June 2009
unnamed,AU195556_06U,1/19/1956 1:00,T,-17.9,110.4,970,,,Imported from CYCARD; June 2009
unnamed,AU195556_06U,1/20/1956 1:00,T,-18.3,105.3,980,,,Imported from CYCARD; June 2009
unnamed,AU195556_07U,1/28/1956 1:00,T,-10,121.6,,,,Imported from CYCARD; June 2009
unnamed,AU195556_07U,1/29/1956 1:00,T,-11,120.9,,,,Imported from CYCARD; June 2009
unnamed,AU195556_07U,1/30/1956 1:00,T,-11.8,119.7,,,,Imported from CYCARD; June 2009
unnamed,AU195556_07U,1/31/1956 1:00,T,-13.9,117,,,,Imported from CYCARD; June 2009
unnamed,AU195556_07U,2/1/1956 1:00,T,-16.2,114,992,,,Imported from CYCARD; June 2009
unnamed,AU195556_07U,2/2/1956 1:00,T,-19.2,109,980,,,Imported from CYCARD; June 2009
unnamed,AU195556_07U,2/3/1956 1:00,T,-20,106.2,982,,,Imported from CYCARD; June 2009
unnamed,AU195556_07U,2/4/1956 1:00,T,-20.8,104.5,,,,Imported from CYCARD; June 2009
unnamed,AU195556_09U,1/31/1956 23:30,O,-13,132.3,1003,,,Imported from CYCARD; June 2009
unnamed,AU195556_09U,2/1/1956 23:30,O,-12.5,132.2,1001,,,Imported from CYCARD; June 2009
unnamed,AU195556_09U,2/2/1956 23:30,O,-12,133,994,,,Imported from CYCARD; June 2009
unnamed,AU195556_09U,2/3/1956 13:30,O,-12.7,133,995,,,Imported from CYCARD; June 2009
unnamed,AU195556_09U,2/3/1956 23:30,O,-13,133.3,997,,,Imported from CYCARD; June 2009
unnamed,AU195556_12U,2/16/1956 1:00,T,-15.2,123.4,996,,,Imported from CYCARD; June 2009
unnamed,AU195556_12U,2/17/1956 1:00,T,-16.3,122.6,990,,,Imported from CYCARD; June 2009
unnamed,AU195556_12U,2/18/1956 1:00,T,-17.7,122,975,,,Imported from CYCARD; June 2009
unnamed,AU195556_12U,2/18/1956 11:00,T,-18.2,122.3,975,,,Imported from CYCARD; June 2009
unnamed,AU195556_12U,2/19/1956 1:00,T,-18.7,125,985,,,Imported from CYCARD; June 2009
unnamed,AU195556_12U,2/20/1956 1:00,T,-20,128,990,,,Imported from CYCARD; June 2009
unnamed,AU195556_12U,2/20/1956 8:00,T,-20.3,129.2,992,,,Imported from CYCARD; June 2009
unnamed,AU195556_12U,2/20/1956 23:30,T,-19.7,131.2,996,,,Imported from CYCARD; June 2009
unnamed,AU195556_12U,2/21/1956 23:30,T,-19.3,133.2,992,,,Imported from CYCARD; June 2009
unnamed,AU195556_12U,2/22/1956 23:30,T,-20.1,133.9,992,,,Imported from CYCARD; June 2009
unnamed,AU195556_12U,2/23/1956 13:00,T,-21.1,133.6,,,,Imported from CYCARD; June 2009
unnamed,AU195556_12U,2/23/1956 23:30,T,-20.1,133.4,995,,,Imported from CYCARD; June 2009
unnamed,AU195556_12U,2/24/1956 23:30,T,-19,131.3,998,,,Imported from CYCARD; June 2009
unnamed,AU195556_12U,2/26/1956 1:00,T,-17.3,127.1,994,,,Imported from CYCARD; June 2009
unnamed,AU195556_12U,2/27/1956 0:00,T,-16.7,122.5,,,,Imported from CYCARD; June 2009
unnamed,AU195556_12U,2/27/1956 1:00,T,-16.7,122.2,980,,,Imported from CYCARD; June 2009
unnamed,AU195556_12U,2/28/1956 1:00,T,-18.7,118.8,970,,,Imported from CYCARD; June 2009
unnamed,AU195556_12U,2/29/1956 1:00,T,-19.5,117,960,,,Imported from CYCARD; June 2009
unnamed,AU195556_12U,3/1/1956 1:00,T,-20.1,116.2,960,,,Imported from CYCARD; June 2009
unnamed,AU195556_12U,3/2/1956 0:20,T,-21.3,114.6,970,,,Imported from CYCARD; June 2009
unnamed,AU195556_12U,3/2/1956 1:00,T,-21.4,114.3,970,,,Imported from CYCARD; June 2009
unnamed,AU195556_12U,3/2/1956 8:00,T,-22,113.7,,,,Imported from CYCARD; June 2009
unnamed,AU195556_12U,3/3/1956 1:00,T,-24,112.2,970,,,Imported from CYCARD; June 2009
unnamed,AU195556_12U,3/3/1956 7:00,T,-25.5,112.1,972,,,Imported from CYCARD; June 2009
unnamed,AU195556_12U,3/4/1956 1:00,T,-29.5,114,980,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,2/23/1956 5:00,T,-17,175,1004,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,2/23/1956 23:00,T,-17,175,1002,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,2/24/1956 17:00,T,-17,175,999,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,2/24/1956 23:00,T,-17.4,175.2,1000,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,2/25/1956 17:00,T,-18.5,175.5,994,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,2/25/1956 23:00,T,-18.9,175.3,996,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,2/26/1956 23:00,T,-20,174.5,990,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,2/27/1956 23:00,T,-20,173,990,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,2/28/1956 23:00,T,-21,169.7,976,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,2/29/1956 17:00,T,-21.3,166.5,980,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,2/29/1956 23:00,T,-20,166,980,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,3/1/1956 23:00,T,-19,162.5,980,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,3/2/1956 23:00,T,-19,158.5,980,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,3/3/1956 5:00,T,-19,157.5,978,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,3/3/1956 17:00,T,-19.2,156.5,978,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,3/3/1956 23:00,T,-19.4,155.5,979,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,3/4/1956 5:00,T,-19.5,154.5,977,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,3/4/1956 23:00,T,-20.5,151.5,976,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,3/5/1956 5:00,T,-20.5,150.8,975,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,3/5/1956 11:00,T,-20.2,149.5,974,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,3/5/1956 16:00,T,-20.2,148.8,971,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,3/5/1956 17:00,T,-20,148.6,971,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,3/5/1956 18:00,T,-20.1,148.4,971,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,3/5/1956 23:00,T,-19.5,148.1,968,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,3/6/1956 5:00,T,-19.2,146.8,961,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,3/6/1956 7:00,T,-19.2,146.7,961,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,3/6/1956 11:00,T,-18.5,145.9,,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,3/6/1956 17:00,T,-18.4,145.1,971,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,3/6/1956 23:00,T,-19,143.5,978,,,Imported from CYCARD; June 2009
AGNES,AU195556_13U,3/7/1956 5:00,T,-19.4,143,986,,,Imported from CYCARD; June 2009
unnamed,AU195556_16U,3/14/1956 23:00,T,-24.6,165.3,999,,,Imported from CYCARD; June 2009
unnamed,AU195556_16U,3/15/1956 23:00,T,-25.5,161,999,,,Imported from CYCARD; June 2009
unnamed,AU195556_16U,3/16/1956 5:00,T,-26.5,158.5,999,,,Imported from CYCARD; June 2009
unnamed,AU195556_16U,3/16/1956 15:00,T,-28,157,,,,Imported from CYCARD; June 2009
unnamed,AU195556_16U,3/16/1956 23:00,T,-29.2,157.2,998,,,Imported from CYCARD; June 2009
unnamed,AU195556_17U,3/24/1956 5:00,T,-11.5,138,999,,,Imported from CYCARD; June 2009
unnamed,AU195556_17U,3/24/1956 23:30,T,-12,136.5,990,,,Imported from CYCARD; June 2009
unnamed,AU195556_17U,3/25/1956 23:30,T,-11.9,134.8,998,,,Imported from CYCARD; June 2009
unnamed,AU195556_17U,3/26/1956 3:00,T,-12.1,134.4,,,,Imported from CYCARD; June 2009
unnamed,AU195556_17U,3/26/1956 23:30,T,-13.5,133.3,994,,,Imported from CYCARD; June 2009
unnamed,AU195556_18U,4/2/1956 11:00,T,-14,154,1004,,,Imported from CYCARD; June 2009
unnamed,AU195556_18U,4/2/1956 23:00,T,-12.7,154,1003,,,Imported from CYCARD; June 2009
unnamed,AU195556_18U,4/3/1956 5:00,T,-13,154.5,1003,,,Imported from CYCARD; June 2009
unnamed,AU195556_18U,4/3/1956 23:00,T,-14.2,154.7,1000,,,Imported from CYCARD; June 2009
unnamed,AU195556_18U,4/4/1956 5:00,T,-15,155,998,,,Imported from CYCARD; June 2009
unnamed,AU195556_18U,4/4/1956 23:00,T,-17.3,160,998,,,Imported from CYCARD; June 2009
unnamed,AU195556_18U,4/5/1956 5:00,T,-18,162,998,,,Imported from CYCARD; June 2009
unnamed,AU195556_18U,4/5/1956 17:00,T,-21.8,166.5,996,,,Imported from CYCARD; June 2009
unnamed,AU195556_18U,4/5/1956 23:00,T,-22.5,167.6,996,,,Imported from CYCARD; June 2009
unnamed,AU195556_18U,4/6/1956 5:00,T,-23.1,168.9,995,,,Imported from CYCARD; June 2009
unnamed,AU195556_18U,4/6/1956 23:00,T,-27.5,171.8,995,,,Imported from CYCARD; June 2009
unnamed,AU195556_18U,4/7/1956 11:00,T,-30.5,174,995,,,Imported from CYCARD; June 2009
unnamed,AU195556_18U,4/7/1956 23:00,T,-35.5,173.5,998,,,Imported from CYCARD; June 2009
unnamed,AU195556_18U,4/8/1956 17:00,T,-42,173.5,997,,,Imported from CYCARD; June 2009
unnamed,AU195556_20U,4/30/1956 1:00,T,-19.6,105.9,990,,,Imported from CYCARD; June 2009
unnamed,AU195556_20U,5/1/1956 1:00,T,-20,109,1002,,,Imported from CYCARD; June 2009
unnamed,AU195657_01U,8/29/1956 1:00,T,-24.7,104,1005,,,Imported from CYCARD; June 2009
unnamed,AU195657_01U,8/30/1956 1:00,T,-25.1,110,1005,,,Imported from CYCARD; June 2009
unnamed,AU195657_01U,8/30/1956 7:00,T,-25.2,111.5,1002,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/28/1956 1:00,T,-9.8,97.7,1000,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/28/1956 4:00,T,-10.3,97,1000,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/28/1956 7:00,T,-10.8,96.4,1000,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/28/1956 10:00,T,-11.3,95.8,1000,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/28/1956 16:00,T,-12.3,94.6,1000,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/28/1956 19:00,T,-12.8,94,1000,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/28/1956 22:00,T,-13.3,93.3,1000,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/29/1956 1:00,T,-13.8,92.7,999,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/29/1956 4:00,T,-14,92.8,999,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/29/1956 7:00,T,-14.2,93,999,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/29/1956 10:00,T,-14.5,93.1,999,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/29/1956 16:00,T,-15.1,93.4,999,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/29/1956 19:00,T,-15.4,93.5,999,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/29/1956 22:00,T,-15.7,93.6,999,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/30/1956 1:00,T,-16,93.7,1000,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/30/1956 4:00,T,-16.1,94,1000,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/30/1956 7:00,T,-16.3,94.4,1000,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/30/1956 10:00,T,-16.4,94.7,1000,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/30/1956 16:00,T,-16.7,95.4,1000,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/30/1956 19:00,T,-16.8,95.7,1000,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/30/1956 22:00,T,-16.9,96,1000,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/31/1956 1:00,T,-17,96.2,1000,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/31/1956 4:00,T,-17.2,96.3,1000,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/31/1956 7:00,T,-17.5,96.4,1001,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/31/1956 10:00,T,-17.8,96.5,1001,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/31/1956 16:00,T,-18.3,96.6,1002,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/31/1956 19:00,T,-18.5,96.7,1003,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,10/31/1956 22:00,T,-18.7,96.7,1003,,,Imported from CYCARD; June 2009
unnamed,AU195657_02U,11/1/1956 1:00,T,-19,96.8,1004,,,Imported from CYCARD; June 2009
unnamed,AU195657_03U,11/11/1956 11:00,T,-12,156.5,1006,,,Imported from CYCARD; June 2009
unnamed,AU195657_03U,11/11/1956 23:00,T,-13.3,157.4,1002,,,Imported from CYCARD; June 2009
unnamed,AU195657_03U,11/12/1956 5:00,T,-13.9,158,1002,,,Imported from CYCARD; June 2009
unnamed,AU195657_03U,11/12/1956 23:00,T,-13.9,159.4,1002,,,Imported from CYCARD; June 2009
unnamed,AU195657_03U,11/13/1956 5:00,T,-13.9,160,1002,,,Imported from CYCARD; June 2009
unnamed,AU195657_03U,11/13/1956 23:00,T,-14.7,162.1,1002,,,Imported from CYCARD; June 2009
unnamed,AU195657_03U,11/14/1956 5:00,T,-15,163,1002,,,Imported from CYCARD; June 2009
unnamed,AU195657_06U,12/18/1956 5:00,T,-15,134.5,997,,,Imported from CYCARD; June 2009
unnamed,AU195657_06U,12/19/1956 5:00,T,-15.5,135.5,997,,,Imported from CYCARD; June 2009
unnamed,AU195657_06U,12/19/1956 14:00,T,-15.1,136.9,,,,Imported from CYCARD; June 2009
unnamed,AU195657_06U,12/19/1956 23:00,T,-15,137,997,,,Imported from CYCARD; June 2009
unnamed,AU195657_06U,12/20/1956 5:00,T,-15.5,137.5,996,,,Imported from CYCARD; June 2009
unnamed,AU195657_06U,12/20/1956 23:00,T,-17.5,140,992,,,Imported from CYCARD; June 2009
unnamed,AU195657_06U,12/21/1956 2:00,T,-17.5,140.5,988,,,Imported from CYCARD; June 2009
unnamed,AU195657_06U,12/21/1956 5:00,T,-17.6,141,982,,,Imported from CYCARD; June 2009
unnamed,AU195657_06U,12/21/1956 6:00,T,-17.4,140.8,982,,,Imported from CYCARD; June 2009
unnamed,AU195657_06U,12/21/1956 6:30,T,-17.7,141.2,982,,,Imported from CYCARD; June 2009
unnamed,AU195657_06U,12/21/1956 8:00,T,-18,141.3,986,,,Imported from CYCARD; June 2009
unnamed,AU195657_06U,12/21/1956 11:00,T,-18.5,142.5,990,,,Imported from CYCARD; June 2009
unnamed,AU195657_06U,12/21/1956 23:00,T,-20,146.1,999,,,Imported from CYCARD; June 2009
unnamed,AU195657_07U,12/21/1956 20:00,T,-26.3,153.5,999,,,Imported from CYCARD; June 2009
unnamed,AU195657_07U,12/21/1956 23:00,T,-25.9,153.5,998,,,Imported from CYCARD; June 2009
unnamed,AU195657_07U,12/22/1956 5:00,T,-25.4,153.6,998,,,Imported from CYCARD; June 2009
unnamed,AU195657_07U,12/22/1956 6:00,T,-25,153.3,,,,Imported from CYCARD; June 2009
unnamed,AU195657_07U,12/22/1956 11:00,T,-24,153,998,,,Imported from CYCARD; June 2009
unnamed,AU195657_07U,12/22/1956 17:00,T,-22.5,153.5,998,,,Imported from CYCARD; June 2009
unnamed,AU195657_07U,12/22/1956 23:00,T,-22.5,155,998,,,Imported from CYCARD; June 2009
unnamed,AU195657_07U,12/23/1956 5:00,T,-22.3,156,998,,,Imported from CYCARD; June 2009
unnamed,AU195657_07U,12/23/1956 17:00,T,-25,163,1000,,,Imported from CYCARD; June 2009
unnamed,AU195657_08U,1/4/1957 23:00,T,-19.6,155.6,1000,,,Imported from CYCARD; June 2009
unnamed,AU195657_08U,1/5/1957 11:00,T,-20,157.5,996,,,Imported from CYCARD; June 2009
unnamed,AU195657_08U,1/5/1957 23:00,T,-20.6,161,992,,,Imported from CYCARD; June 2009
unnamed,AU195657_08U,1/6/1957 5:00,T,-21.2,163.5,990,,,Imported from CYCARD; June 2009
unnamed,AU195657_09U,1/10/1957 17:00,T,-21,151,994,,,Imported from CYCARD; June 2009
unnamed,AU195657_09U,1/10/1957 23:00,T,-21,154,994,,,Imported from CYCARD; June 2009
unnamed,AU195657_09U,1/11/1957 5:00,T,-21,158,994,,,Imported from CYCARD; June 2009
unnamed,AU195657_09U,1/11/1957 17:00,T,-21.2,163,994,,,Imported from CYCARD; June 2009
unnamed,AU195657_09U,1/12/1957 0:00,T,-21.5,167,994,,,Imported from CYCARD; June 2009
unnamed,AU195657_09U,1/12/1957 3:00,T,-21.5,167.5,995,,,Imported from CYCARD; June 2009
unnamed,AU195657_11U,1/15/1957 23:00,T,-11.3,161.5,1001,,,Imported from CYCARD; June 2009
unnamed,AU195657_11U,1/16/1957 5:00,T,-11.3,161.5,1001,,,Imported from CYCARD; June 2009
unnamed,AU195657_11U,1/17/1957 5:00,T,-11.3,162.5,1000,,,Imported from CYCARD; June 2009
unnamed,AU195657_11U,1/18/1957 17:00,T,-13,163,999,,,Imported from CYCARD; June 2009
unnamed,AU195657_11U,1/19/1957 5:00,T,-13.5,162.5,999,,,Imported from CYCARD; June 2009
unnamed,AU195657_11U,1/20/1957 17:00,T,-18.5,159.3,998,,,Imported from CYCARD; June 2009
unnamed,AU195657_11U,1/21/1957 5:00,T,-20,158,998,,,Imported from CYCARD; June 2009
unnamed,AU195657_11U,1/21/1957 23:00,T,-22.3,157.5,998,,,Imported from CYCARD; June 2009
unnamed,AU195657_11U,1/22/1957 2:00,T,-23,157.5,998,,,Imported from CYCARD; June 2009
unnamed,AU195657_11U,1/22/1957 5:00,T,-23.5,158,998,,,Imported from CYCARD; June 2009
unnamed,AU195657_11U,1/22/1957 17:00,T,-25,160,1002,,,Imported from CYCARD; June 2009
unnamed,AU195657_11U,1/22/1957 23:00,T,-25.2,160.6,1004,,,Imported from CYCARD; June 2009
unnamed,AU195657_12U,1/19/1957 1:00,T,-14.7,120.7,1000,,,Imported from CYCARD; June 2009
unnamed,AU195657_12U,1/20/1957 1:00,T,-16,118,995,,,Imported from CYCARD; June 2009
unnamed,AU195657_12U,1/20/1957 5:40,T,-16.3,117,995,,,Imported from CYCARD; June 2009
